Solution Name,Remote Testing,Adaptive/IRT,Test Type,PDF Paths
Sales Transformation Report 2.0 - Sales Manager,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Manager)_2.0_International_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_International_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Manager)_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_Latin_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_US_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Manager)_2.0_US_English_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_-_Sales_Manager_2.0_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Manager)_2.0_French_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_French_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Recruiter_Report_(Manager)_2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sales_Transformation_Development_Report_(Manager)_2.0_German_(1).pdf
Salesforce Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Salesforce_Development_(New).pdf
SAP ABAP (Advanced Level) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_ABAP_(Advanced_Level)_(New).pdf
SAP ABAP (Intermediate Level) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_ABAP_(Intermediate_Level)_(New).pdf
SAP Basis (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_Basis_(New).pdf
SAP Business Objects WebI (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_Business_Objects_WebI_(New).pdf
SAP BW (Business Warehouse) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_BW_(Business_Warehouse)_(New).pdf
SAP HCM (Human Capital Management) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_HCM_(Human_Capital_Management)_(New).pdf
SAP Hybris (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_Hybris_(New).pdf
SAP Materials Management (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_Materials_Management_(New).pdf
SAP SD (Sales and Distribution) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SAP_SD_(Sales_and_Distribution)_(New).pdf
Search Engine Optimization (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Search_Engine_Optimization_(New).pdf
Selenium (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Selenium_(New).pdf
Shell Scripting (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Shell_Scripting_(New).pdf
SHL Verify Interactive - Inductive Reasoning,Yes,Yes,A S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_-_Inductive_12of15.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_DA_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_NL_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_FR_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_DE_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_IT_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Inductive_SV_FINAL_V2.pdf
SHL Verify Interactive – Deductive Reasoning,Yes,Yes,A S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_DA_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_NL_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_FR_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_DE_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_IT_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Deductive_SV_FINAL_V2.pdf
SHL Verify Interactive – Numerical Reasoning,Yes,Yes,A S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_DA_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_NL_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_FR_FINAL_V2.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_DE_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_IT_FINAL_V3.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Product_Factsheet_Verify_Interactive_Numerical_SV_FINAL_V2.pdf
SHL Verify Interactive G+,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_G_plus_Factsheet.pdf
SHL Verify Interactive Numerical Calculation,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Numerical_Calc_Factsheet_.pdf
Siebel Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Siebel_Development_(New).pdf
Smart Interview Live,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/TA2000910_Smart_Interview_Live_Flyer-FINAL_6.3.24.pdf
Smart Interview Live Coding,Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Tech_Hire_Solutions_Flyer.pdf
Smart Interview On Demand,Yes,No,P,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/TA2001011_Smart_Interview_Flyer.pdf
Social Media (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Social_Media_(New).pdf
Software Business Analysis,Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_SoftwareBusinessAnalysis.pdf
SonarQube (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SonarQube_(New).pdf
Spelling (U.S.) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Spelling_(U.S.)_(New).pdf
Split Screen Typing Test - Form 1,Yes,No,A K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Split_Screen_Typing.pdf
Spring (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Spring_(New).pdf
SQL (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_(New)_Sample_Report.pdf
SQL Server (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_Server_(New).pdf
SQL Server Analysis Services (SSAS) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_Server_Analysis_Services_(SSAS)_(1).pdf
SQL Server Integration Services (SSIS) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_Server_Integration_Services_(SSIS)_(New).pdf
SQL Server Reporting Services (SSRS) (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SQL_Server_Reporting_Services_(SSRS)_(New).pdf
Statistical Analysis System (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Statistical_Analysis_System_(New).pdf
Struts (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Struts_(New).pdf
SVAR - Spoken English (AUS),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_-_Spoken_English_(AUS).pdf
SVAR - Spoken English (Indian Accent)  (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf
SVAR - Spoken English (U.K.),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_TC_Sample_Report.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_-_Spoken_English_(U.K.).pdf
SVAR - Spoken English (US)  (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_-_Spoken_English_(U.S.).pdf
SVAR - Spoken French (Canadian) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_-_Spoken_French_(Canadian).pdf
SVAR - Spoken French (European) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_-_Spoken_French_(European).pdf
SVAR - Spoken Spanish (Castilian) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_Spoken_Spanish_(Castilian).pdf
SVAR - Spoken Spanish (North American) (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Language_Assessment_Flyer.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SVAR_Spoken_Spanish_(North__American).pdf
Swing (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Swing_(New).pdf
Tableau (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Tableau_(New).pdf
Telecommunications Engineering (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Telecommunications_Engineering_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/SHL_Telecommunications_Engineering_(New)_Sample_Report.pdf
Teradata Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Teradata_Development_(New).pdf
Time Management (U.S.),Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_TimeManagement_US.pdf
Training Development,Yes,Yes,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/BB_Fact_Sheet_TrainingDevelopment.pdf
Typing (New),Yes,No,S,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Typing_(New).pdf
UiPath RPA Development (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/UiPath_RPA_Development_(New).pdf
Universal Competency Framework Interview Guide,Yes,No,C P,N/A
Universal Competency Framework Job profiling guide,Yes,No,C P,N/A
Universal Competency Framework Profiler Cards (44),Yes,No,C P,N/A
UNIX (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/UNIX_(New).pdf
VB.NET (New),Yes,No,K,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VB.NET_(New).pdf
Verify - Deductive Reasoning,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Deductive_Reasoning_Fact_Sheet.pdf
Verify - Following Instructions,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Verify_Following_Instructions.pdf
Verify - G+,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Simplified_Chinese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G_plus_Fact_Sheet_-_Swedish.pdf
Verify - General Ability Screen,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_General_Ability_Screen_Fact_Sheet.pdf
Verify - Inductive Reasoning (2014),Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Inductive_Reasoning_Fact_Sheet_NG.pdf
Verify - Numerical Ability,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Numerical_Ability_Fact_Sheet.pdf
Verify - Technical Checking - Next Generation,Yes,No,A,N/A
Verify - Verbal Ability - Next Generation,Yes,Yes,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_-_Verify_-_Verbal_Ability.pdf
Verify - Working with Information,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Fact_Sheet_Verify_Working_with_Information.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_Working_with_Information_Detailed_Report.pdf
Verify G+ - Ability Test Report,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_International_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_French_Canadian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Arabic.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Chinese_Traditional.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Korean.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Slovak.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Brazil_Portugese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Ability_Report_Thai.pdf
Verify G+ - Candidate Report,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_English_US.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_G+_Candidate_Report_Polish.pdf
Verify Interactive Ability Report,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_UKE_.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation.USE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Sample_VerifyInteractiveReport_8140055_(1).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_ARB.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_NED.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Estonian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_FRA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_DEU.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_DNI_ITA.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_Numerical_Calculation_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Latvian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Lithuanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/10._Verify_Interactive_Ability_Report_Numerical_Calculation_NOR.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Verify_Interactive_Ability_Report_-_Swedish.pdf
Verify Interactive G+ Candidate Report,Yes,No,A,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_UKE.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_North_American_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_US_English.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_CHT.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_CHS.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Czech.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Serbian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/VI_G+_Candidate_Report_Portuguese_(Brazil).pdf
