Solution Name,Description,Job Levels,Languages,Assessment Length,Remote Testing,Adaptive/IRT,Test Type,Detail URL,PDF Paths
MQ Motivation Report Pack,"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees","General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor, Director, Entry-Level, Executive, Front Line Manager","Chinese Simplified, English International, English (USA)",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/mq-motivation-report-pack/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Motivation_Pack_Std_v2.0_Chinese_Simplified.pdf
MQ Profile,"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms","Director, Entry-Level, Executive, Front Line Manager, General Population, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","Flemish, French (Belgium), Spanish, Danish, Dutch, Finnish, French (Canada), French, German, Greek, Italian, Norwegian, Polish, Portuguese, Russian, Swedish, English International, English (USA), Romanian, Indonesian, Turkish, Chinese Simplified, Hungarian",N/A,Yes,No,P,https://www.shl.com/solutions/products/product-catalog/view/mq-profile/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_French_(Canada).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_LAS.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_English_(US).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Chinese_Simplified.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Chinese_Simplified.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Indonesian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Japanese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Danish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Dutch.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Finnish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_French.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Greek.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Hungarian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_(TC_Version)_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Latvian.pdf.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Norwegian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Polish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Portuguese.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Slovakian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Spanish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Swedish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_Turkish.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MQ_Profile_Std_v2.0_BR_PT.pdf.pdf
MS Access (New),Multi-choice test that measures the knowledge and basic understanding of MS Access programming,"Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ms-access-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Access_(New).pdf
MS Excel (New),"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor","English (USA), Spanish, French, Portuguese (Brazil)",6,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ms-excel-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Excel_(New).pdf
MS Office Basic Computer Literacy (New),"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer","Graduate, Mid-Professional, Professional Individual Contributor","English (USA), Spanish, Portuguese (Brazil), French",7,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(New)_Sample_Report.pdf
MS Office Basic Computer Literacy (Sim) (New),"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email","Entry-Level, Graduate, Manager, Mid-Professional, Professional Individual Contributor, Supervisor",English (USA),5,Yes,No,S,https://www.shl.com/solutions/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(Simulation)_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Office_Basic_Computer_Literacy_(sim)_(New)_Sample_Report.pdf
MS PowerPoint (New),"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats","Entry-Level, Front Line Manager, Graduate, Mid-Professional, Professional Individual Contributor, Supervisor","English (USA), French, Spanish, Portuguese (Brazil)",4,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ms-powerpoint-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_PowerPoint_(New).pdf
MS Word (New),Multi-choice test that measures the ability to use MS Word to record and save textual information,"Professional Individual Contributor, Supervisor, Mid-Professional, Entry-Level, Graduate, Manager","Spanish, French, Portuguese (Brazil), English (USA)",4,Yes,No,K,https://www.shl.com/solutions/products/product-catalog/view/ms-word-new/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Word_(New).pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/MS_Word_(New)_Sample_Report.pdf
Management Scenarios,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor","Italian, English International, Korean, Arabic",Approximate Completion Time in minutes = Untimed,Yes,No,B,https://www.shl.com/solutions/products/product-catalog/view/management-scenarios/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_Fact_Sheet.pdf
Managerial Scenarios Candidate Report,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",N/A,N/A,Yes,No,B,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-candidate-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_(2012)_Candidate__Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_(2012)_Candidate__Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_(2012)_Candidate__Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_(2012)_Candidate__Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenarios_(2012)_Candidate__Report_Turkish.pdf
Managerial Scenarios Narrative Report,"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades","Front Line Manager, Manager, Mid-Professional, Professional Individual Contributor",N/A,N/A,Yes,No,B,https://www.shl.com/solutions/products/product-catalog/view/managerial-scenarios-narrative-report/,/Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_English_International.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_German.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_Italian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_Romanian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_Russian.pdf; /Users/karthikyadav/Desktop/realtimeProjects/SHL/pdfs_individual/Management_Scenario_-_Report_Turkish.pdf
